Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension,Dendrite,CellType
00141.swc,622,12.5664,7,11,27,17,191.26,138.53,113,1.99678,1006.35,6323.06,3161.53,173.814,204.682,4,0.912208,22,1,79.8321,65.9475,1.08429,basal,IPL-near-AG
00142.swc,2859,2463.01,7,76,159,84,286.27,311.4,147,2.11514,4708.9,34158.2,38763.5,184.806,221.457,11,0.914025,16.9748,0.979633,75.1415,60.3317,1.08767,apical,IPL-near-AG
00143.swc,1661,12.5664,9,40,88,49,186.3,149.96,120.15,1.9988,2266.04,14237.9,7118.97,161.64,189.273,7,0.88072,17.8636,1,96.0571,68.7442,1.14158,apical,IPL-near-AG
00144.swc,1236,12.5664,8,26,58,33,204.74,134.04,133,1.99838,2020.42,12694.7,6347.34,133.875,157.78,6,0.901107,20.2931,1,86.8617,63.8076,1.04683,other,IPL-near-AG
00145.swc,1535,12.5664,7,37,82,46,187.22,174.8,130,1.9987,2075.29,13039.4,6519.71,135.558,170.336,9,0.9001,17.7073,1,70.4093,61.6831,1.04814,apical,IPL-near-AG
00146.swc,865,12.5664,8,25,56,32,147.74,229.87,139,1.99769,1554.27,9765.79,4882.89,156.722,170.916,6,0.925202,14.4286,1,81.7472,72.9562,1.10826,other,IPL-near-AG
00147.swc,1580,12.5664,7,36,77,42,253.78,185.91,152,1.99873,2621.95,16474.2,8237.09,172.256,222.019,6,0.908048,19.5065,1,76.5487,66.4507,1.06475,other,IPL-near-AG
00148.swc,1325,12.5664,11,34,77,44,139.84,157.78,126,1.99849,1981.13,12447.8,6223.91,115.055,143.572,6,0.915511,16.1948,1,87.8394,64.8058,1.09242,apical,IPL-near-AG
00149.swc,740,12.5664,8,18,43,26,137.54,126.96,103,1.9973,1084.76,6815.73,3407.86,96.9758,145.447,5,0.903663,16.186,1,68.9557,76.3605,1.07087,apical,IPL-near-AG
00150.swc,2618,1809.56,9,58,125,68,264.82,257.46,162,2.11579,4568.81,35381.9,44788.1,191.347,224.957,9,0.924183,19.936,0.94451,69.3754,56.1053,1.09295,other,IPL-near-AG
00151.swc,956,12.5664,7,26,57,32,176.18,144.9,117,1.99791,1402.24,8810.54,4405.27,123.065,150.637,5,0.917077,15.7544,1,93.0625,68.0222,1.02967,apical,IPL-near-AG
00152.swc,2037,2123.72,7,58,121,64,248.88,272.12,158,2.22394,3771.95,30661.9,48008.4,197.64,221.427,13,0.914147,15.8264,1.05634,74.3736,63.8657,1.09206,apical,IPL-near-AG
00153.swc,1129,12.5664,7,35,75,41,180.22,223.74,129,1.99823,1906.08,11976.3,5988.13,169.706,187.277,9,0.921852,14.04,1,84.7952,64.4201,1.09501,apical,IPL-near-AG
00154.swc,948,4071.5,8,27,61,35,155.02,154.56,128,2.66628,1610.64,18529.9,56674.4,98.5835,141.001,5,0.915471,14.5246,0.817168,76.6827,64.4528,1.05454,other,IPL-near-AG
00155.swc,845,12.5664,8,21,48,28,158.7,133.86,134,1.99763,1270.34,7981.8,3990.9,106.32,132.266,5,0.919965,16.5833,1,83.0598,63.0038,1.09371,apical,IPL-near-AG
00156.swc,1363,12.5664,9,27,61,35,245.82,254.4,124,1.99853,2215.62,13921.1,6960.57,153.623,181.401,6,0.910403,21.3279,1,82.4671,64.9012,1.06212,apical,IPL-near-AG
00157.swc,1987,12.5664,8,39,84,46,288.11,305.88,139,1.99899,3327.34,20906.3,10453.1,181.985,234.216,7,0.913664,22.6429,1,76.9862,59.6387,1.08047,other,IPL-near-AG
00158.swc,520,12.5664,6,11,26,16,100.74,125.12,105,1.99615,785.575,4935.91,2467.96,99.0695,140.605,5,0.883754,18.9615,1,98.6594,76.3527,1.0356,apical,IPL-near-AG
00159.swc,1240,12.5664,8,28,63,36,204.7,194.07,109,1.99839,1709.2,10739.2,5369.6,124.254,163.676,5,0.893563,18.6667,1,92.1866,66.9586,1.05592,apical,IPL-near-AG
00160.swc,1297,12.5664,8,40,86,47,189.52,183.77,117,1.99846,1844.79,11591.1,5795.57,148.407,169.332,7,0.915868,14.0698,1,82.4516,62.7888,1.11331,other,IPL-near-AG
00161.swc,332,12.5664,6,5,14,10,146.74,124.2,66,1.99398,541.748,3403.9,1701.95,105.344,127.027,3,0.910024,22.6429,1,75.9764,68.6952,1.05331,apical,IPL-near-AG
00162.swc,552,12.5664,7,12,29,18,140.76,124.08,82,1.99638,860.796,5408.54,2704.27,99.1368,127.318,5,0.879602,18,1,105.379,75.9364,1.1004,other,IPL-near-AG
00163.swc,3785,5541.77,7,85,175,91,310.79,308.95,171,2.23978,6948.77,58364.8,97614.4,212.298,235.509,13,0.917484,20.6229,0.975941,75.601,55.7857,1.08325,apical,IPL-near-AG
00164.swc,1103,12.5664,6,26,57,32,172.5,204.7,114,1.99819,1520.1,9551.05,4775.53,137.438,171.508,6,0.902545,18.3333,1,80.1351,65.2042,1.05928,apical,IPL-near-AG
00165.swc,1919,6647.61,6,60,124,65,312.35,313.24,203.971,2.24829,5043.37,42360.7,59882.4,212.842,276.208,11,0.933871,14.4677,0.923114,70.788,58.8053,1.09383,apical,IPL-near-AG
00166.swc,2355,5541.77,9,58,123,66,234.6,225.4,121,2.29078,3542.95,31082.6,66106.6,158.702,239.858,6,0.904697,18.1382,0.903818,71.4989,52.757,1.13234,other,IPL-near-AG
00167.swc,1489,12.5664,10,27,62,36,184,207.92,120,1.99866,2094.33,13159,6579.52,127.546,153.905,5,0.892859,23,1,93.2019,65.6012,1.0647,basal,IPL-near-AG
00168.swc,2423,3631.68,7,67,140,74,312.63,272.79,151,2.21942,4691.51,36889.5,46183.2,205.419,251.138,8,0.924225,16.3,0.94241,74.1453,55.5472,1.09026,basal,IPL-near-AG
00169.swc,1344,12.5664,5,33,70,38,167.35,291.78,114,1.99851,2260.72,14204.5,7102.27,175.459,202.709,8,0.903496,18.1857,1,83.0361,64.2555,1.09276,basal,IPL-near-AG
00170.swc,553,12.5664,7,15,36,22,111.78,127.42,81,1.99638,837.271,5260.73,2630.36,82.1116,106.258,5,0.892213,14.3333,1,84.2272,74.9753,1.04058,other,IPL-near-AG
00171.swc,1458,12.5664,8,38,82,45,308.95,205.97,147,1.99863,2447.41,15377.5,7688.77,233.637,322.965,14,0.911243,16.7683,1,76.3403,61.7276,1.12934,other,IPL-near-AG
00172.swc,889,12.5664,6,26,56,31,210.26,174.09,102.85,1.99775,1484.31,9326.18,4663.09,140.503,154.666,8,0.900651,14.8571,1,72.3266,62.3511,1.0583,apical,IPL-near-AG
00173.swc,461,12.5664,4,15,32,18,105.34,141.22,100.06,1.99566,641.752,4032.25,2016.12,93.2592,123.221,6,0.892077,13.375,1,80.3858,61.7505,1.03472,basal,IPL-near-AG
00174.swc,2920,12.5664,10,76,161,86,340.36,338.64,140,1.99932,5164.17,32447.4,16223.7,225.966,277.014,15,0.915756,17.1304,1,85.1471,66.0702,1.11346,apical,TP
00175.swc,1367,12.5664,5,30,64,35,210.22,233.68,144,1.99854,1930.91,12132.3,6066.13,167.354,223.941,7,0.899037,20.3438,1,79.4816,69.1158,1.07485,other,IPL-near-AG
00176.swc,898,12.5664,5,23,49,27,135.93,166.06,87.03,1.99777,1275.97,8017.15,4008.57,128.026,189.532,6,0.899256,17.3061,1,75.7969,73.7113,1.05228,basal,IPL-near-AG
00177.swc,1993,2827.43,11,44,97,54,289.33,299.76,127,2.16577,3529.22,26051,30538.2,179.136,220.205,6,0.918702,19.5361,0.909715,66.1237,57.5936,1.07833,other,IPL-near-AG
00178.swc,1072,2463.01,6,19,42,24,308.34,244.59,128,2.30953,2017.17,17421.7,32383.4,196.579,221.284,5,0.931512,24.5,0.966415,48.0581,55.6377,1.06018,basal,IPL-near-AG
00179.swc,1946,4536.46,7,45,95,51,313.17,313.24,164,2.41597,4477.99,40840.4,82848.7,196.343,252.558,9,0.932155,19.4737,0.917149,61.9632,54.0639,1.07547,other,IPL-near-AG
00180.swc,566,12.5664,12,18,46,29,104.42,88.79,65,1.99647,850.006,5340.75,2670.37,67.4202,74.3019,5,0.898807,11.2826,1,77.3951,78.75,1.07214,basal,IPL-near-AG
00181.swc,1937,2827.43,8,41,88,48,259.91,249.49,124,2.14257,3309.32,25808.3,36074.1,184.029,229.155,7,0.920069,21,0.843292,65.7501,54.1845,1.08512,other,IPL-near-AG
00182.swc,1600,12.5664,6,37,78,42,239.07,239.66,98,1.99875,2560.28,16086.7,8043.36,138.478,184.636,7,0.904965,19.5,1,82.8389,66.9473,1.08787,apical,IPL-near-AG
00183.swc,2019,12.5664,7,37,79,43,260.53,281.37,134,1.99901,3209,20162.8,10081.4,175.47,233.887,7,0.905539,24.5443,1,73.5481,61.3135,1.06631,other,IPL-near-AG
00184.swc,2492,12.5664,11,49,109,61,309.57,313.24,123,1.9992,4036.21,25360.3,12680.1,190.974,225.102,8,0.90106,21.8532,1,84.2808,61.19,1.09425,basal,IPL-near-AG
00185.swc,1282,12.5664,10,32,72,41,233.56,194.16,103,1.99844,2204.96,13854.2,6927.09,165.141,216.6,9,0.897709,16.7917,1,75.7521,61.6225,1.09571,basal,IPL-near-AG
00186.swc,648,12.5664,8,10,26,17,230.92,161.92,78,1.99691,938.607,5897.44,2948.72,128.402,193.384,4,0.863864,23.8846,1,98.8168,79.2434,1.05485,basal,IPL-near-AG
00187.swc,1281,12.5664,5,39,81,43,212.52,226.32,99,1.99844,2237.53,14058.8,7029.41,134.568,171.653,7,0.893264,14.8025,1,81.7005,67.1796,1.0531,other,IPL-near-AG
00188.swc,913,12.5664,8,20,46,27,129.72,159.62,117,1.99781,1291.21,8112.89,4056.45,140.811,164.159,5,0.89699,18.8261,1,80.0976,58.5576,1.06887,other,IPL-near-AG
00189.swc,2131,2827.43,7,36,77,42,270.33,308.95,136,2.47677,3084.77,24384.2,31451.8,175.809,221.04,7,0.909489,26.6623,0.98355,83.1852,59.0429,1.07132,other,IPL-near-AG
00190.swc,1583,12.5664,9,29,65,37,223.56,163.3,123,2.53948,2072.28,18397.1,29245.1,153.017,206.219,5,0.917784,23.3385,1.68718,78.9043,65.1961,1.0426,other,IPL-near-AG
00191.swc,2241,2463.01,6,39,82,44,270.94,307.73,135,2.68095,3151.28,27643.4,46292.3,176.815,216.722,7,0.921589,26.3171,0.997271,71.8351,55.4934,1.08058,other,IPL-near-AG
00192.swc,1399,12.5664,8,29,64,36,244.59,248.88,120,1.99857,2232.15,14025,7012.51,167.279,204.784,7,0.900584,20.8438,1,78.9618,60.0386,1.09343,other,IPL-near-AG
00193.swc,2026,12.5664,8,36,78,43,269.72,309.98,111.778,1.99901,3251.03,20426.8,10213.4,206.674,242.313,7,0.911126,24.9615,1,69.4448,58.6572,1.09247,basal,IPL-near-AG
00194.swc,1113,12.5664,6,27,58,32,203.78,198.72,79,1.9982,1502.22,9438.72,4719.36,134.206,162.34,7,0.892009,18.1724,1,86.8668,66.1938,1.04693,other,IPL-near-AG
00195.swc,890,12.5664,9,23,53,31,167.35,142.22,104,1.99775,1528.77,9605.56,4802.78,137.345,180.005,6,0.901202,15.7736,1,81.6512,63.8063,1.04551,other,IPL-near-AG
00196.swc,710,12.5664,5,19,41,23,160.54,162.38,88,1.99718,1013.03,6365.08,3182.54,119.957,150.185,6,0.908876,16.2927,1,80.8956,65.5855,1.05002,basal,IPL-near-AG
00197.swc,407,12.5664,7,10,25,16,68.54,103.96,78,1.99509,594.972,3738.32,1869.16,94.3255,123.294,3,0.893921,15.24,1,72.0489,47.0852,1.07408,basal,IPL-near-AG
00198.swc,2995,3216.99,9,59,125,67,312.63,312.01,110,2.5389,4321.17,36153.6,58299.4,207.429,241.368,7,0.924667,22.952,1.00033,63.9693,56.5566,1.09671,basal,IPL-near-AG
00199.swc,918,12.5664,6,20,45,26,258.69,201.06,105,1.99782,1623.62,10201.5,5100.76,163.695,203.796,6,0.9038,19.3778,1,102.461,76.2564,1.08987,basal,IPL-near-AG
00200.swc,315,12.5664,8,5,16,12,132.02,65.78,69.43,1.99365,478.849,3008.7,1504.35,79.7851,92.6675,4,0.907762,18.625,1,87.9427,69.4079,1.07686,basal,IPL-near-AG
00201.swc,711,12.5664,7,15,35,21,138.92,153.64,75,1.99719,1009.58,6343.41,3171.7,96.7084,108.503,4,0.910695,19.2857,1,83.996,67.6685,1.04899,basal,IPL-near-AG
00202.swc,1425,12.5664,6,26,56,31,228.16,214.36,122,1.9986,1913.88,12025.2,6012.62,129.905,163.852,7,0.892351,24.4286,1,77.2717,64.3547,1.02978,basal,IPL-near-AG
00203.swc,1612,12.5664,7,33,72,40,229.08,225.86,135.84,1.99876,2246.44,14114.8,7057.39,158.42,197.178,7,0.9118,21.375,1,78.9514,63.5955,1.10773,other,IPL-near-AG
00204.swc,2559,12.5664,7,43,91,49,229.28,230.46,125,1.99922,3425.38,21522.3,10761.2,153.972,180.498,7,0.902139,27.1099,1,68.611,55.6866,1.13356,basal,IPL-near-AG
00205.swc,2130,12.5664,8,50,106,57,226.32,210.68,102,1.99906,3005.79,18885.9,9442.96,143.039,184.053,8,0.896211,19.0849,1,80.4177,66.7907,1.05656,basal,IPL-near-AG
00206.swc,2288,3216.99,8,49,104,56,297.92,299.14,130,2.24183,4116.89,32605.5,48285.2,196.732,228.787,7,0.914715,20.9904,0.954038,75.9063,59.307,1.12363,other,IPL-near-AG
00207.swc,2735,12.5664,8,69,144,76,306.61,307.11,138.875,2.05312,5315.79,37089.4,26898.9,189.419,218.848,8,0.924611,17.9861,1.127,73.8474,54.8589,1.09551,basal,IPL-near-AG
00208.swc,1785,12.5664,7,36,78,43,228.62,221.04,123,1.99888,2347.41,14749.2,7374.61,144.304,168.105,6,0.902076,21.8718,1,63.0082,54.2991,1.09797,other,IPL-near-AG
00209.swc,2913,5541.77,7,60,125,66,235.01,224.94,124,2.05841,3964.28,27728.6,20315.4,159.288,208.777,8,0.893586,22.296,0.939021,71.9374,57.6317,1.13665,other,IPL-near-AG
00210.swc,1196,12.5664,7,34,73,40,166.8,201.48,104,1.99833,1698.16,10669.9,5334.93,127.025,157.724,6,0.891878,15.3699,1,79.3165,64.0035,1.06425,other,IPL-near-AG
00211.swc,2350,4071.5,8,51,108,58,312.01,312.4,132,2.2321,4201.87,34943.6,67245,187.591,229.247,8,0.922691,20.75,0.922258,68.9424,57.9115,1.08583,other,IPL-near-AG
00212.swc,1593,12.5664,8,51,108,58,232.33,229.88,122,1.99874,2523.22,15853.8,7926.92,182.039,224.2,8,0.908834,13.7407,1,84.361,62.2934,1.12549,other,IPL-near-AG
00213.swc,920,12.5664,9,18,43,26,173.88,101.66,84,1.99783,1262.64,7933.42,3966.71,127.22,164.114,5,0.896166,20.3721,1,85.5263,61.0885,1.08221,basal,IPL-near-AG
00214.swc,1407,12.5664,7,43,92,50,234.16,202.9,124,1.99858,2217.27,13931.5,6965.76,135.228,159.57,7,0.903874,14.2826,1,78.1969,62.0167,1.07021,basal,IPL-near-AG
00215.swc,1640,12.5664,8,31,68,38,266.66,240.91,157,1.99878,2634.68,16554.2,8277.1,156.335,179.759,5,0.887081,23.1029,1,78.5637,56.3123,1.06713,other,IPL-near-AG
00216.swc,1472,12.5664,9,30,67,38,193.71,232.94,118,1.99864,2408.17,15131,7565.49,136.848,169.597,5,0.900068,20.9552,1,59.4718,61.5649,1.04954,other,IPL-near-AG
00217.swc,2152,12.5664,8,48,102,55,209.3,165.14,139.89,1.99907,2935.22,18442.6,9221.28,137.567,171.767,6,0.898328,20.0882,1,71.8184,54.7002,1.07822,other,IPL-near-AG
00218.swc,1174,12.5664,9,30,67,38,172.5,176.18,116,1.9983,1573.24,9884.98,4942.49,125.01,149.58,6,0.901419,16.5075,1,84.6151,74.0932,1.06896,other,IPL-near-AG
00219.swc,1540,12.5664,6,32,69,38,211.6,179.86,154,1.9987,1998.24,12555.3,6277.66,139.653,179.278,7,0.88177,21.3043,1,91.1938,61.5667,1.05761,other,IPL-near-AG
00220.swc,1788,12.5664,9,39,85,47,229.54,234.14,109,1.99888,2387.69,15002.3,7501.15,138.67,181.638,6,0.893541,20.0235,1,75.5595,61.3438,1.05522,other,IPL-near-AG
00221.swc,2851,12.5664,8,87,184,98,234.6,235.06,139,1.9993,3723.16,23393.3,11696.6,148.54,181.059,14,0.907703,14.4891,1,68.8735,57.9743,1.12221,apical,IPL-near-AG
00222.swc,1716,12.5664,9,53,115,63,210.53,187.75,126,1.99883,2343.32,14723.5,7361.77,124.373,155.464,7,0.897041,13.913,1,88.6863,61.9354,1.05211,apical,IPL-near-AG
00223.swc,1642,12.5664,7,50,105,56,191.82,205.62,109,1.99878,2232.34,14026.2,7013.11,146.509,186.112,7,0.907709,14.6286,1,77.6873,60.6438,1.07254,apical,IPL-near-AG
00224.swc,2209,2123.72,8,51,108,58,292.4,295.54,127,2.13053,4244.89,32610.5,36591.3,180.236,231.773,7,0.924035,19.4444,0.92571,70.428,58.3413,1.10224,other,IPL-near-AG
00225.swc,1566,12.5664,7,32,69,38,198.26,216.2,111,1.99872,2081.83,13080.5,6540.25,145.513,165.619,7,0.906927,21.6812,1,75.8016,56.8501,1.06559,other,IPL-near-AG
00226.swc,1161,12.5664,8,26,58,33,172.04,177.1,95,1.99828,1536.11,9651.65,4825.83,144.684,172.536,6,0.892318,19,1,83.8628,61.0161,1.05683,other,IPL-near-AG
00227.swc,4728,3216.99,11,111,231,121,312.63,309.56,180,2.08058,8000.49,56433.2,51552.1,210.898,276.252,8,0.911483,19.4632,0.970546,65.7598,50.2042,1.11758,other,IPL-near-AG
00228.swc,3299,2463.01,10,67,142,76,307.11,291.79,189,2.12396,6354.37,46217.3,45911.4,181.611,239.898,10,0.922345,22.2254,0.991213,63.9873,57.5161,1.09293,other,IPL-near-AG
00229.swc,4158,4071.5,6,85,176,92,297.85,313.24,214,2.0972,7688.44,53817.6,50504.5,221.836,275.665,9,0.921541,22.6193,0.947354,66.2582,57.3195,1.09553,other,IPL-near-AG
00230.swc,3573,12.5664,9,73,153,81,311.4,305.89,183,2.06005,6113.1,45131,55432.9,180.594,237.184,9,0.91118,22.3464,1.26959,62.3752,48.7416,1.11072,other,IPL-near-AG
00231.swc,2312,12.5664,9,55,118,64,270.95,276.21,145,1.99913,3861.69,24263.7,12131.9,158.792,186.306,7,0.914959,18.5847,1,83.1595,63.1991,1.07729,basal,IPL-near-AG
00232.swc,3406,5026.55,14,85,183,99,309.57,311.4,167,2.23026,6270.21,52486.5,103381,174.755,206.426,7,0.916859,17.6066,0.926335,67.0745,51.7747,1.12452,other,IPL-near-AG
00233.swc,1577,12.5664,8,35,77,43,202.4,213.9,124,1.99873,2158.89,13564.7,6782.34,126.203,160.175,7,0.892416,19.4675,1,88.1747,67.4363,1.06056,apical,IPL-near-AG
00234.swc,436,12.5664,5,9,21,13,127.42,147.66,88.89,1.99541,635.579,3993.46,1996.73,109.615,135.946,4,0.904279,19.7143,1,58.8523,57.5099,1.04783,basal,IPL-near-AG
00235.swc,1469,12.5664,8,39,85,47,179.4,172.04,116,1.99864,1875.88,11786.5,5893.27,119.53,146.667,7,0.897371,16.2706,1,79.0934,64.1669,1.0541,apical,IPL-near-AG
00236.swc,3748,6082.12,11,67,144,78,313.24,312.63,151,2.26715,6765.3,59033.2,128318,212.085,242.778,6,0.928478,25.0208,0.931353,78.0792,55.3582,1.12922,other,IPL-near-AG
00237.swc,3762,3631.68,7,68,141,74,305.89,312.02,145,2.08379,6194.17,44540,50148.5,193.223,228.164,7,0.904427,25.6738,0.959141,80.3495,51.3096,1.09823,basal,IPL-near-AG
00238.swc,3026,5026.55,10,43,94,52,312.01,313.24,196,2.18221,5516.32,44472.1,74680.2,208.215,231.538,6,0.924416,31.1809,0.91606,61.3491,49.2189,1.07744,basal,IPL-near-AG
00239.swc,1835,12.5664,7,37,79,43,234.6,201.94,116,1.99891,2328.09,14627.8,7313.9,146.032,200.306,6,0.892289,22.2152,1,88.4587,67.3412,1.06438,apical,IPL-near-AG
00240.swc,3376,4536.46,10,81,170,90,439.28,455.83,191,2.13477,8897.91,67318.6,76882.5,259.577,310.446,8,0.939096,18.8529,0.895279,59.4972,50.548,1.09058,other,IPL-near-AG
00241.swc,2969,2123.72,6,57,118,62,312.01,310.79,161,2.13574,5439.34,40244.4,40827,198.276,280.164,10,0.918598,24.1525,0.915657,62.563,60.1375,1.07684,apical,IPL-near-AG
00242.swc,3836,2123.72,7,77,160,84,312.63,270.95,151.889,2.64129,5598.64,45543.3,75112.5,184.757,235.248,8,0.913231,22.9688,0.984689,76.5394,58.78,1.10929,basal,IPL-near-AG
00243.swc,871,12.5664,6,22,48,27,149.96,136.62,109,1.9977,1164.7,7318.04,3659.02,100.45,123.504,6,0.90581,17.125,1,86.119,71.7238,1.06235,other,IPL-near-AG
00244.swc,851,12.5664,10,23,54,32,145.82,126.04,104,1.99765,1200.12,7540.57,3770.28,141.191,169.895,7,0.899,14.7407,1,93.9772,69.6679,1.1225,basal,IPL-near-AG
00245.swc,3496,4071.5,7,63,131,69,310.79,277.08,154,2.59096,5272.95,43851.9,89876,194.567,222.84,8,0.915581,25.6794,1.0144,67.8763,53.1491,1.10694,other,IPL-near-AG
00246.swc,3118,12.5664,10,60,129,70,226.32,233.68,148,1.99936,4094.1,25724,12862,176.28,211.149,6,0.886626,23.1628,1,77.3988,59.4579,1.1254,basal,IPL-near-AG
00247.swc,2697,12.5664,10,30,69,40,311.41,309.37,131,2.50501,3930.51,33614.1,47257.8,209.738,238.169,5,0.918299,38.0725,1.7343,66.8589,54.2961,1.0867,basal,IPL-near-AG
00248.swc,2154,2827.43,7,38,81,44,300.37,284.44,109,2.50604,3271.23,25728.8,40651.8,204.379,232.532,8,0.931564,25.5802,0.936626,72.8949,59.4081,1.07008,basal,IPL-near-AG
00249.swc,1495,12.5664,8,28,62,35,183.54,212.52,109,2.74916,1950.27,18384.4,52405.3,138.214,155.937,7,0.905962,23.0968,1.51328,79.8129,55.4317,1.05585,other,IPL-near-AG
00250.swc,2484,12.5664,11,33,75,43,311.4,303.44,127,2.3277,3683.35,29342.4,37659.6,211.266,253.456,6,0.9189,32.1067,1.56444,64.9365,53.9388,1.09817,basal,IPL-near-AG
00251.swc,1283,12.5664,10,16,40,25,213.44,189.52,137,1.99844,1705.98,10719,5359.5,162.959,206.544,5,0.889807,31.05,1,73.0722,58.7625,1.0571,other,IPL-near-AG
00252.swc,1600,12.5664,8,30,66,37,216.66,147.66,106,1.99875,2264.04,14225.4,7112.7,136.609,185.162,5,0.902445,23.2273,1,72.3462,64.6028,1.07721,basal,IPL-near-AG
00253.swc,1808,4536.46,7,40,85,46,309.57,277.28,95,2.2683,3131.99,28242,67437.9,186.736,256.493,13,0.914604,20.2588,0.887356,76.357,59.7015,1.1124,other,IPL-near-AG
00254.swc,825,12.5664,7,24,53,30,149.96,139.38,93,1.99758,1206.06,7577.88,3788.94,115.176,161.422,9,0.884653,14.5472,1,95.7691,68.552,1.07524,other,IPL-near-AG
00255.swc,1847,12.5664,8,34,74,41,255.62,283.21,132,1.99892,3246.51,20398.4,10199.2,168.492,231.735,6,0.904379,23.9459,1,62.5921,62.953,1.12821,other,IPL-near-AG
00256.swc,2304,12.5664,9,41,89,49,282.6,300.37,114,1.99913,3814.49,23967.2,11983.6,180.403,215.913,8,0.895899,24.8764,1,92.7439,67.762,1.11027,other,IPL-near-AG
00257.swc,1702,12.5664,7,48,103,56,231.84,187.68,99,1.99882,2372.99,14909.9,7454.97,138.432,173.073,10,0.896419,15.5146,1,71.6007,63.9741,1.12538,apical,IPL-near-AG
00258.swc,1596,12.5664,8,36,78,43,270.33,239.07,92,1.99875,2694.53,16930.2,8465.11,187.997,224.788,8,0.907253,19.4487,1,83.7533,65.4646,1.06659,other,IPL-near-AG
00259.swc,1094,2123.72,10,33,74,42,401.6,315.22,128.667,2.23142,3703.1,29788.4,36820.1,224.039,289.436,11,0.942073,13.7703,0.877479,65.0221,61.2132,1.09301,other,IPL-near-AG
00260.swc,748,12.5664,6,21,46,26,114.52,157.39,97,1.99733,1179.89,7413.5,3706.75,105.861,121.28,6,0.892967,15.2391,1,96.2744,62.1459,1.07061,other,IPL-near-AG
00261.swc,2127,12.5664,6,58,121,64,188.84,225.99,144,1.99906,3014.64,18941.5,9470.77,141.83,173.05,7,0.9031,16.5702,1,74.9217,55.6575,1.05724,other,IPL-near-AG
00262.swc,2510,5541.77,7,56,117,62,249.92,228.82,145,2.19464,3774.13,30332.5,60729.2,150.21,187.566,7,0.91562,20.4444,0.970518,78.4779,62.6405,1.06554,other,IPL-near-AG
00263.swc,4320,2827.43,7,102,209,108,346.46,343.07,198.898,2.07604,7551.41,53649,54684.8,219.313,273.942,9,0.918862,19.6651,0.954539,68.5504,55.4107,1.09089,other,IPL-near-AG
00264.swc,2441,2123.72,8,50,106,57,294.93,298.02,177,2.13162,4626.83,34743,36238.5,184.578,232.049,7,0.920649,22.0189,0.937114,79.7816,57.7632,1.09792,other,IPL-near-AG
00265.swc,1449,12.5664,7,34,74,41,198.51,157.79,173,1.99862,2111.34,13265.9,6632.97,152.314,192.789,9,0.900986,18.5676,1,78.2726,63.2428,1.09767,basal,IPL-near-AG
00266.swc,1226,12.5664,10,28,64,37,170,162.89,119,1.99837,1873.95,11774.4,5887.19,120.516,154.382,5,0.881903,18.1406,1,77.3296,65.9689,1.07771,other,IPL-near-AG
00267.swc,3170,1520.53,10,66,141,76,318.66,341.71,182,2.12952,5931.17,45954,65075.4,210.456,241.436,7,0.920928,21.4752,0.947729,68.4175,48.924,1.11018,other,IPL-near-AG
00268.swc,821,12.5664,7,23,51,29,143.32,165.5,98.07,1.99756,1243.36,7812.26,3906.13,105.359,131.529,6,0.900126,15.0784,1,76.7246,64.4129,1.0511,apical,IPL-near-AG
00269.swc,1140,12.5664,8,27,60,34,201.56,208.24,116.29,1.99825,1648.73,10359.3,5179.64,132.206,160.081,6,0.893137,17.9833,1,76.0389,58.025,1.04969,apical,IPL-near-AG
00270.swc,2731,4071.5,9,71,149,79,284.76,252.9,161,2.18755,5077.53,42280.2,79014.7,175.035,222.068,7,0.921004,17.3221,0.964928,67.2543,53.3789,1.09491,other,IPL-near-AG
00271.swc,1517,12.5664,8,36,78,43,153.71,178.66,136,1.99868,2211.95,13898.1,6949.04,105.134,138.525,7,0.898724,18.4359,1,85.8842,58.9195,1.06206,other,IPL-near-AG
00272.swc,1596,2463.01,7,38,81,44,238.72,206.66,137,2.34807,2703.11,24443.1,56746.4,154.199,192.311,6,0.926541,18.6914,1.04001,64.1445,54.3367,1.0372,other,IPL-near-AG
00273.swc,1784,3631.68,7,36,77,42,238.72,214.8,160,2.19168,2923.21,23304.7,33449.6,191.037,217.365,6,0.920101,22.1558,0.932959,64.3972,56.7739,1.08881,other,IPL-near-AG
00274.swc,3246,2827.43,6,68,140,73,342.39,344.42,175,2.07473,5835.57,41104.6,40803.7,200.675,254.313,13,0.917579,22.1786,0.958178,75.1202,57.7873,1.08914,other,IPL-near-AG
00275.swc,2737,3631.68,9,75,158,84,344.42,344.42,196.99,2.30025,6998.81,58010.9,90119.7,210.945,252.376,7,0.936968,16.3165,0.91368,63.1146,49.0507,1.09662,other,IPL-near-AG
00276.swc,3017,3631.68,8,68,144,77,345.78,328.53,185,2.18971,6314.5,47349.2,56549.7,221.879,245.718,8,0.92833,19.9444,0.911157,67.3173,49.9163,1.07133,other,IPL-near-AG
00277.swc,1122,12.5664,5,24,51,28,138.89,252.97,121,1.99822,1577.05,9908.88,4954.44,155.298,190.064,9,0.904062,20.9804,1,82.7178,74.6088,1.15362,basal,IPL-near-AG
